dir,iot,ext,sport,dport,sizeBin,label
1,172.16.4.7,10.2.135.32,6.11184,6.8080,S,scan-in-noise
1,172.16.3.10,10.2.114.1,6.57576,6.80,S,scan-in-noise
1,172.16.1.12,10.2.35.217,6.49186,6.23,S,scan-in-noise
1,172.16.4.14,10.2.27.212,6.49652,6.80,S,scan-in-noise
1,172.16.4.8,10.2.178.221,6.33090,6.80,S,scan-in-noise
1,172.16.1.8,10.2.36.84,6.28176,6.80,S,scan-in-noise
1,172.16.3.4,10.2.43.143,6.28382,6.443,S,scan-in-noise
1,172.16.4.5,10.2.115.188,6.40912,6.80,S,scan-in-noise
1,172.16.4.14,10.2.182.209,6.39560,6.8080,S,scan-in-noise
1,172.16.2.2,10.2.230.197,6.25233,6.443,S,scan-in-noise
1,172.16.6.14,10.2.90.86,6.23472,6.2323,S,scan-in-noise
1,172.16.5.9,10.2.57.118,6.59103,6.22,S,scan-in-noise
1,172.16.7.4,10.2.160.5,6.13407,6.22,S,scan-in-noise
1,172.16.5.14,10.2.124.186,6.31374,6.22,S,scan-in-noise
1,172.16.7.6,10.2.166.2,6.62725,6.23,S,scan-in-noise
1,172.16.4.10,10.2.43.42,6.39857,6.2323,S,scan-in-noise
1,172.16.2.9,10.2.188.152,6.53062,6.22,S,scan-in-noise
1,172.16.7.2,10.2.132.85,6.35283,6.22,S,scan-in-noise
1,172.16.4.9,10.2.78.145,6.30482,6.22,S,scan-in-noise
1,172.16.3.6,10.2.105.103,6.37591,6.80,S,scan-in-noise
1,172.16.5.3,10.2.76.177,6.20319,6.22,S,scan-in-noise
1,172.16.1.12,10.2.147.100,6.16286,6.2323,S,scan-in-noise
1,172.16.1.11,10.2.3.243,6.34563,6.443,S,scan-in-noise
1,172.16.7.11,10.2.159.59,6.41357,6.443,S,scan-in-noise
1,172.16.4.14,10.2.250.200,6.51253,6.80,S,scan-in-noise
1,172.16.2.6,10.2.179.171,6.28450,6.23,S,scan-in-noise
1,172.16.2.9,10.2.112.131,6.63881,6.23,S,scan-in-noise
1,172.16.1.8,10.2.66.203,6.33081,6.80,S,scan-in-noise
1,172.16.7.12,10.2.205.138,6.23667,6.22,S,scan-in-noise
1,172.16.4.9,10.2.49.184,6.59872,6.80,S,scan-in-noise
1,172.16.5.11,10.2.214.244,6.18853,6.23,S,scan-in-noise
1,172.16.6.12,10.2.112.87,6.46820,6.443,S,scan-in-noise
1,172.16.2.9,10.2.122.56,6.39082,6.2323,S,scan-in-noise
1,172.16.4.4,10.2.246.143,6.50029,6.22,S,scan-in-noise
1,172.16.1.13,10.2.204.9,6.24193,6.2323,S,scan-in-noise
1,172.16.7.5,10.2.54.180,6.61849,6.2323,S,scan-in-noise
1,172.16.7.4,10.2.55.169,6.18132,6.23,S,scan-in-noise
1,172.16.5.4,10.2.97.196,6.29652,6.80,S,scan-in-noise
1,172.16.3.14,10.2.122.247,6.47972,6.22,S,scan-in-noise
1,172.16.3.14,10.2.139.145,6.56485,6.23,S,scan-in-noise
1,172.16.7.6,10.2.210.99,6.64872,6.80,S,scan-in-noise
1,172.16.1.13,10.2.205.112,6.23694,6.8080,S,scan-in-noise
1,172.16.4.10,10.2.227.72,6.18854,6.443,S,scan-in-noise
1,172.16.1.3,10.2.157.76,6.55010,6.80,S,scan-in-noise
1,172.16.7.2,10.2.121.1,6.22516,6.22,S,scan-in-noise
1,172.16.7.9,10.2.246.200,6.30805,6.8080,S,scan-in-noise
1,172.16.3.10,10.2.87.240,6.34480,6.443,S,scan-in-noise
1,172.16.1.14,10.2.41.95,6.33416,6.8080,S,scan-in-noise
1,172.16.5.4,10.2.136.25,6.26354,6.23,S,scan-in-noise
1,172.16.4.4,10.2.194.176,6.32765,6.8080,S,scan-in-noise
1,172.16.5.3,10.2.50.1,6.36558,6.22,S,scan-in-noise
1,172.16.6.2,10.2.94.219,6.41490,6.23,S,scan-in-noise
1,172.16.7.6,10.2.3.213,6.54057,6.443,S,scan-in-noise
1,172.16.1.9,10.2.131.175,6.39993,6.22,S,scan-in-noise
1,172.16.1.9,10.2.106.83,6.22232,6.443,S,scan-in-noise
1,172.16.2.9,10.2.122.70,6.48896,6.8080,S,scan-in-noise
1,172.16.4.7,10.2.23.241,6.36849,6.8080,S,scan-in-noise
1,172.16.4.4,10.2.73.49,6.57735,6.23,S,scan-in-noise
1,172.16.1.2,10.2.120.61,6.42642,6.23,S,scan-in-noise
1,172.16.5.8,10.2.247.106,6.60561,6.443,S,scan-in-noise
1,172.16.5.11,10.2.233.22,6.58196,6.443,S,scan-in-noise
1,172.16.5.6,10.2.118.76,6.48807,6.23,S,scan-in-noise
1,172.16.1.10,10.2.65.174,6.58684,6.8080,S,scan-in-noise
1,172.16.6.12,10.2.100.183,6.52537,6.22,S,scan-in-noise
1,172.16.1.8,10.2.132.168,6.57965,6.23,S,scan-in-noise
1,172.16.3.2,10.2.206.242,6.40258,6.80,S,scan-in-noise
1,172.16.5.12,10.2.4.196,6.63986,6.80,S,scan-in-noise
1,172.16.4.11,10.2.84.39,6.24490,6.23,S,scan-in-noise
1,172.16.4.4,10.2.165.64,6.49090,6.22,S,scan-in-noise
1,172.16.4.11,10.2.68.154,6.42951,6.443,S,scan-in-noise
1,172.16.7.5,10.2.75.171,6.12748,6.2323,S,scan-in-noise
1,172.16.2.12,10.2.88.102,6.12425,6.2323,S,scan-in-noise
1,172.16.4.4,10.2.20.23,6.35669,6.2323,S,scan-in-noise
1,172.16.2.12,10.2.116.207,6.23678,6.443,S,scan-in-noise
1,172.16.5.5,10.2.172.9,6.60432,6.8080,S,scan-in-noise
1,172.16.2.12,10.2.6.80,6.30250,6.22,S,scan-in-noise
1,172.16.6.8,10.2.92.181,6.48797,6.80,S,scan-in-noise
1,172.16.1.14,10.2.28.86,6.27600,6.8080,S,scan-in-noise
1,172.16.4.13,10.2.94.213,6.30113,6.2323,S,scan-in-noise
1,172.16.2.13,10.2.47.200,6.20861,6.2323,S,scan-in-noise
1,172.16.1.9,10.2.36.141,6.42884,6.2323,S,scan-in-noise
1,172.16.6.10,10.2.66.27,6.51923,6.80,S,scan-in-noise
1,172.16.1.2,10.2.34.32,6.44266,6.23,S,scan-in-noise
1,172.16.5.10,10.2.45.57,6.32250,6.80,S,scan-in-noise
1,172.16.4.11,10.2.142.187,6.35566,6.22,S,scan-in-noise
1,172.16.6.10,10.2.228.214,6.11266,6.443,S,scan-in-noise
1,172.16.4.9,10.2.1.60,6.17764,6.2323,S,scan-in-noise
1,172.16.1.10,10.2.206.189,6.38946,6.8080,S,scan-in-noise
1,172.16.4.12,10.2.250.40,6.51319,6.23,S,scan-in-noise
1,172.16.1.14,10.2.204.164,6.53407,6.23,S,scan-in-noise
1,172.16.4.13,10.2.71.119,6.46066,6.443,S,scan-in-noise
1,172.16.4.2,10.2.38.176,6.38230,6.23,S,scan-in-noise
1,172.16.4.11,10.2.102.229,6.63552,6.22,S,scan-in-noise
1,172.16.3.7,10.2.16.165,6.52093,6.22,S,scan-in-noise
1,172.16.5.3,10.2.145.100,6.26680,6.8080,S,scan-in-noise
1,172.16.5.2,10.2.175.43,6.57765,6.2323,S,scan-in-noise
1,172.16.1.10,10.2.247.96,6.57774,6.23,S,scan-in-noise
1,172.16.4.2,10.2.191.165,6.57178,6.8080,S,scan-in-noise
1,172.16.5.3,10.2.204.108,6.17745,6.443,S,scan-in-noise
1,172.16.3.14,10.2.140.188,6.54856,6.8080,S,scan-in-noise
1,172.16.1.11,10.2.98.160,6.53205,6.8080,S,scan-in-noise
1,172.16.5.11,10.2.87.7,6.24072,6.8080,S,scan-in-noise
1,172.16.5.12,10.2.10.197,6.62329,6.22,S,scan-in-noise
1,172.16.6.3,10.2.121.185,6.24704,6.22,S,scan-in-noise
1,172.16.7.13,10.2.90.15,6.31804,6.80,S,scan-in-noise
1,172.16.2.3,10.2.48.123,6.22238,6.80,S,scan-in-noise
1,172.16.2.14,10.2.155.173,6.39195,6.2323,S,scan-in-noise
1,172.16.5.11,10.2.163.29,6.36894,6.22,S,scan-in-noise
1,172.16.6.11,10.2.102.39,6.44001,6.23,S,scan-in-noise
1,172.16.3.6,10.2.224.126,6.24477,6.443,S,scan-in-noise
1,172.16.5.11,10.2.17.136,6.23249,6.80,S,scan-in-noise
1,172.16.3.10,10.2.160.215,6.28880,6.2323,S,scan-in-noise
1,172.16.3.7,10.2.147.96,6.26014,6.23,S,scan-in-noise
1,172.16.7.5,10.2.104.73,6.26261,6.80,S,scan-in-noise
1,172.16.4.7,10.2.240.181,6.43393,6.443,S,scan-in-noise
1,172.16.4.11,10.2.69.102,6.19567,6.80,S,scan-in-noise
1,172.16.1.4,10.2.231.107,6.44953,6.2323,S,scan-in-noise
1,172.16.2.6,10.2.11.55,6.35829,6.2323,S,scan-in-noise
1,172.16.1.10,10.2.72.80,6.37499,6.2323,S,scan-in-noise
1,172.16.3.6,10.2.169.58,6.60326,6.80,S,scan-in-noise
1,172.16.6.3,10.2.240.243,6.52241,6.23,S,scan-in-noise
1,172.16.1.8,10.2.237.143,6.30162,6.8080,S,scan-in-noise
1,172.16.1.13,10.2.91.58,6.15561,6.23,S,scan-in-noise
1,172.16.4.2,10.2.119.190,6.35795,6.23,S,scan-in-noise
1,172.16.6.8,10.2.37.187,6.60729,6.443,S,scan-in-noise
1,172.16.2.12,10.2.18.78,6.50216,6.22,S,scan-in-noise
1,172.16.6.14,10.2.189.248,6.59821,6.80,S,scan-in-noise
1,172.16.3.4,10.2.20.18,6.63563,6.23,S,scan-in-noise
1,172.16.5.13,10.2.62.146,6.50618,6.443,S,scan-in-noise
1,172.16.6.14,10.2.7.159,6.19071,6.80,S,scan-in-noise
1,172.16.6.8,10.2.4.70,6.57866,6.443,S,scan-in-noise
1,172.16.5.9,10.2.55.203,6.42598,6.22,S,scan-in-noise
1,172.16.4.12,10.2.114.3,6.14240,6.8080,S,scan-in-noise
1,172.16.7.10,10.2.138.34,6.16593,6.80,S,scan-in-noise
1,172.16.5.10,10.2.253.188,6.60170,6.443,S,scan-in-noise
1,172.16.7.9,10.2.166.37,6.23724,6.22,S,scan-in-noise
1,172.16.3.14,10.2.100.178,6.15167,6.2323,S,scan-in-noise
1,172.16.6.10,10.2.36.96,6.48810,6.443,S,scan-in-noise
1,172.16.6.13,10.2.11.214,6.45931,6.443,S,scan-in-noise
1,172.16.3.5,10.2.155.139,6.11628,6.8080,S,scan-in-noise
1,172.16.5.6,10.2.92.225,6.12550,6.443,S,scan-in-noise
1,172.16.4.4,10.2.122.237,6.24794,6.23,S,scan-in-noise
1,172.16.4.4,10.2.57.211,6.48003,6.2323,S,scan-in-noise
1,172.16.7.2,10.2.80.108,6.57591,6.23,S,scan-in-noise
1,172.16.4.13,10.2.38.130,6.42767,6.23,S,scan-in-noise
1,172.16.1.13,10.2.178.221,6.22878,6.80,S,scan-in-noise
1,172.16.4.10,10.2.8.203,6.54143,6.80,S,scan-in-noise
1,172.16.7.2,10.2.23.126,6.60507,6.443,S,scan-in-noise
1,172.16.4.12,10.2.227.187,6.22347,6.443,S,scan-in-noise
1,172.16.5.2,10.2.135.160,6.56981,6.8080,S,scan-in-noise
1,172.16.4.9,10.2.151.25,6.29575,6.80,S,scan-in-noise
1,172.16.7.10,10.2.187.166,6.30665,6.23,S,scan-in-noise
1,172.16.5.9,10.2.69.132,6.30462,6.8080,S,scan-in-noise
1,172.16.5.5,10.2.23.147,6.30411,6.8080,S,scan-in-noise
1,172.16.2.9,10.2.218.73,6.22951,6.2323,S,scan-in-noise
1,172.16.7.12,10.2.180.89,6.11995,6.80,S,scan-in-noise
1,172.16.5.9,10.2.6.59,6.26472,6.22,S,scan-in-noise
1,172.16.4.14,10.2.175.53,6.12163,6.80,S,scan-in-noise
1,172.16.5.3,10.2.199.232,6.39321,6.80,S,scan-in-noise
1,172.16.1.12,10.2.32.118,6.26213,6.443,S,scan-in-noise
1,172.16.1.9,10.2.237.12,6.19649,6.8080,S,scan-in-noise
1,172.16.1.10,10.2.243.209,6.30121,6.23,S,scan-in-noise
1,172.16.7.6,10.2.194.19,6.43164,6.2323,S,scan-in-noise
1,172.16.4.5,10.2.96.194,6.45119,6.8080,S,scan-in-noise
1,172.16.6.9,10.2.119.206,6.42258,6.22,S,scan-in-noise
1,172.16.3.5,10.2.205.56,6.53109,6.2323,S,scan-in-noise
1,172.16.5.4,10.2.150.247,6.18784,6.2323,S,scan-in-noise
1,172.16.5.5,10.2.255.187,6.20117,6.443,S,scan-in-noise
1,172.16.4.7,10.2.161.234,6.58927,6.2323,S,scan-in-noise
1,172.16.3.10,10.2.231.125,6.58649,6.22,S,scan-in-noise
1,172.16.6.2,10.2.105.147,6.58724,6.443,S,scan-in-noise
1,172.16.5.3,10.2.74.218,6.20844,6.443,S,scan-in-noise
1,172.16.7.5,10.2.113.201,6.42990,6.23,S,scan-in-noise
1,172.16.1.12,10.2.251.228,6.29854,6.2323,S,scan-in-noise
1,172.16.5.11,10.2.86.251,6.44859,6.2323,S,scan-in-noise
1,172.16.4.9,10.2.200.97,6.23616,6.23,S,scan-in-noise
1,172.16.5.11,10.2.154.79,6.24641,6.443,S,scan-in-noise
1,172.16.5.2,10.2.248.82,6.39016,6.22,S,scan-in-noise
1,172.16.2.3,10.2.243.219,6.64341,6.443,S,scan-in-noise
1,172.16.7.13,10.2.9.184,6.31403,6.23,S,scan-in-noise
1,172.16.2.6,10.2.83.31,6.18536,6.443,S,scan-in-noise
1,172.16.4.5,10.2.240.228,6.38352,6.443,S,scan-in-noise
1,172.16.5.12,10.2.130.245,6.35940,6.443,S,scan-in-noise
1,172.16.5.6,10.2.214.146,6.36385,6.23,S,scan-in-noise
1,172.16.7.2,10.2.25.103,6.47199,6.80,S,scan-in-noise
1,172.16.6.11,10.2.67.2,6.58880,6.22,S,scan-in-noise
1,172.16.3.5,10.2.71.151,6.36368,6.80,S,scan-in-noise
1,172.16.6.14,10.2.151.65,6.30551,6.2323,S,scan-in-noise
1,172.16.3.4,10.2.133.189,6.30610,6.8080,S,scan-in-noise
1,172.16.5.5,10.2.157.181,6.22712,6.8080,S,scan-in-noise
1,172.16.7.9,10.2.137.199,6.18700,6.22,S,scan-in-noise
1,172.16.7.4,10.2.107.102,6.57381,6.8080,S,scan-in-noise
1,172.16.1.4,10.2.171.7,6.38180,6.443,S,scan-in-noise
1,172.16.6.11,10.2.231.77,6.33296,6.443,S,scan-in-noise
1,172.16.2.9,10.2.186.217,6.21379,6.443,S,scan-in-noise
1,172.16.2.8,10.2.136.50,6.18291,6.2323,S,scan-in-noise
1,172.16.2.9,10.2.60.214,6.30320,6.23,S,scan-in-noise
1,172.16.6.11,10.2.92.155,6.40521,6.443,S,scan-in-noise
1,172.16.1.13,10.2.138.71,6.62118,6.8080,S,scan-in-noise
1,172.16.5.10,10.2.134.231,6.34166,6.80,S,scan-in-noise
1,172.16.5.9,10.2.77.172,6.40515,6.23,S,scan-in-noise
1,172.16.5.14,10.2.100.112,6.56933,6.8080,S,scan-in-noise
1,172.16.3.14,10.2.68.62,6.33656,6.22,S,scan-in-noise
1,172.16.5.13,10.2.164.46,6.51903,6.23,S,scan-in-noise
1,172.16.6.11,10.2.105.41,6.36180,6.80,S,scan-in-noise
1,172.16.5.11,10.2.60.153,6.26458,6.443,S,scan-in-noise
1,172.16.3.4,10.2.62.86,6.56624,6.80,S,scan-in-noise
1,172.16.1.9,10.2.223.170,6.23421,6.8080,S,scan-in-noise
1,172.16.3.7,10.2.56.178,6.16961,6.443,S,scan-in-noise
1,172.16.7.10,10.2.12.12,6.24776,6.443,S,scan-in-noise
1,172.16.6.12,10.2.5.163,6.43151,6.443,S,scan-in-noise
1,172.16.2.3,10.2.25.103,6.17521,6.22,S,scan-in-noise
1,172.16.4.7,10.2.101.233,6.31443,6.8080,S,scan-in-noise
1,172.16.5.6,10.2.1.248,6.34237,6.443,S,scan-in-noise
1,172.16.2.9,10.2.102.95,6.38425,6.23,S,scan-in-noise
1,172.16.5.14,10.2.197.46,6.46934,6.2323,S,scan-in-noise
1,172.16.5.6,10.2.47.166,6.42017,6.22,S,scan-in-noise
1,172.16.6.10,10.2.238.95,6.45556,6.8080,S,scan-in-noise
1,172.16.5.12,10.2.180.52,6.64267,6.8080,S,scan-in-noise
1,172.16.3.7,10.2.233.225,6.44758,6.2323,S,scan-in-noise
1,172.16.6.8,10.2.80.95,6.62049,6.22,S,scan-in-noise
1,172.16.3.10,10.2.254.72,6.42153,6.80,S,scan-in-noise
1,172.16.4.4,10.2.15.116,6.47211,6.443,S,scan-in-noise
1,172.16.6.14,10.2.70.111,6.51182,6.23,S,scan-in-noise
1,172.16.7.3,10.2.204.194,6.32879,6.2323,S,scan-in-noise
1,172.16.2.13,10.2.21.100,6.33810,6.23,S,scan-in-noise
1,172.16.2.9,10.2.220.138,6.25602,6.2323,S,scan-in-noise
1,172.16.2.9,10.2.86.184,6.31976,6.23,S,scan-in-noise
1,172.16.1.13,10.2.218.67,6.27793,6.443,S,scan-in-noise
1,172.16.7.13,10.2.63.131,6.56879,6.22,S,scan-in-noise
1,172.16.2.3,10.2.22.102,6.24822,6.22,S,scan-in-noise
1,172.16.5.10,10.2.198.101,6.27489,6.80,S,scan-in-noise
1,172.16.2.2,10.2.201.156,6.40043,6.443,S,scan-in-noise
1,172.16.7.2,10.2.29.175,6.58842,6.22,S,scan-in-noise
1,172.16.5.12,10.2.248.243,6.52670,6.2323,S,scan-in-noise
1,172.16.3.14,10.2.108.164,6.26350,6.22,S,scan-in-noise
1,172.16.4.11,10.2.57.118,6.17013,6.443,S,scan-in-noise
1,172.16.5.11,10.2.175.148,6.17102,6.8080,S,scan-in-noise
1,172.16.4.4,10.2.44.169,6.29435,6.80,S,scan-in-noise
1,172.16.6.9,10.2.80.242,6.16894,6.8080,S,scan-in-noise
1,172.16.3.2,10.2.14.96,6.29747,6.8080,S,scan-in-noise
1,172.16.7.10,10.2.204.239,6.31315,6.23,S,scan-in-noise
1,172.16.5.6,10.2.119.214,6.32677,6.443,S,scan-in-noise
1,172.16.3.4,10.2.140.94,6.18622,6.2323,S,scan-in-noise
1,172.16.3.4,10.2.144.109,6.23694,6.2323,S,scan-in-noise
1,172.16.2.3,10.2.156.108,6.54477,6.2323,S,scan-in-noise
1,172.16.1.11,10.2.208.121,6.38306,6.80,S,scan-in-noise
1,172.16.2.6,10.2.166.63,6.38867,6.8080,S,scan-in-noise
1,172.16.2.2,10.2.115.166,6.58627,6.22,S,scan-in-noise
1,172.16.1.11,10.2.5.4,6.34551,6.2323,S,scan-in-noise
1,172.16.4.8,10.2.72.246,6.49222,6.23,S,scan-in-noise
1,172.16.4.2,10.2.120.166,6.60068,6.443,S,scan-in-noise
1,172.16.4.4,10.2.81.232,6.50519,6.22,S,scan-in-noise
1,172.16.4.9,10.2.139.34,6.44746,6.22,S,scan-in-noise
1,172.16.7.3,10.2.137.118,6.13637,6.443,S,scan-in-noise
1,172.16.7.3,10.2.30.161,6.54220,6.22,S,scan-in-noise
1,172.16.2.3,10.2.221.92,6.17680,6.8080,S,scan-in-noise
1,172.16.2.6,10.2.156.168,6.23198,6.8080,S,scan-in-noise
1,172.16.6.11,10.2.50.163,6.32894,6.8080,S,scan-in-noise
1,172.16.1.2,10.2.160.87,6.26695,6.80,S,scan-in-noise
1,172.16.3.14,10.2.178.227,6.33727,6.2323,S,scan-in-noise
1,172.16.1.8,10.2.175.219,6.24484,6.2323,S,scan-in-noise
1,172.16.1.14,10.2.190.106,6.39402,6.2323,S,scan-in-noise
1,172.16.6.4,10.2.105.15,6.43939,6.443,S,scan-in-noise
1,172.16.6.10,10.2.230.57,6.59921,6.23,S,scan-in-noise
1,172.16.5.3,10.2.195.165,6.35028,6.8080,S,scan-in-noise
1,172.16.4.7,10.2.9.123,6.50330,6.80,S,scan-in-noise
1,172.16.7.10,10.2.144.14,6.25208,6.22,S,scan-in-noise
1,172.16.5.14,10.2.9.44,6.11733,6.22,S,scan-in-noise
1,172.16.7.5,10.2.208.106,6.23772,6.2323,S,scan-in-noise
1,172.16.3.2,10.2.28.156,6.47089,6.443,S,scan-in-noise
1,172.16.1.12,10.2.7.151,6.11843,6.443,S,scan-in-noise
1,172.16.5.12,10.2.149.168,6.39090,6.22,S,scan-in-noise
1,172.16.3.6,10.2.5.66,6.35088,6.443,S,scan-in-noise
1,172.16.4.10,10.2.165.15,6.28031,6.22,S,scan-in-noise
1,172.16.5.6,10.2.8.137,6.39196,6.443,S,scan-in-noise
1,172.16.5.12,10.2.117.158,6.22365,6.22,S,scan-in-noise
1,172.16.5.4,10.2.239.246,6.64587,6.23,S,scan-in-noise
1,172.16.1.8,10.2.172.84,6.59370,6.2323,S,scan-in-noise
1,172.16.2.6,10.2.216.183,6.27968,6.8080,S,scan-in-noise
1,172.16.6.2,10.2.180.151,6.22768,6.443,S,scan-in-noise
1,172.16.5.13,10.2.197.14,6.26542,6.2323,S,scan-in-noise
1,172.16.6.13,10.2.94.16,6.23469,6.22,S,scan-in-noise
1,172.16.6.10,10.2.68.49,6.58858,6.22,S,scan-in-noise
1,172.16.3.2,10.2.152.224,6.51201,6.80,S,scan-in-noise
1,172.16.6.14,10.2.178.186,6.12119,6.443,S,scan-in-noise
1,172.16.2.2,10.2.188.26,6.11086,6.443,S,scan-in-noise
1,172.16.4.13,10.2.206.26,6.14971,6.80,S,scan-in-noise
1,172.16.7.13,10.2.151.234,6.62280,6.80,S,scan-in-noise
1,172.16.3.10,10.2.72.71,6.36265,6.22,S,scan-in-noise
1,172.16.5.8,10.2.61.203,6.15929,6.2323,S,scan-in-noise
1,172.16.3.2,10.2.50.236,6.18523,6.8080,S,scan-in-noise
1,172.16.6.11,10.2.34.91,6.47419,6.8080,S,scan-in-noise
1,172.16.6.14,10.2.58.252,6.48256,6.8080,S,scan-in-noise
1,172.16.4.4,10.2.117.138,6.41252,6.80,S,scan-in-noise
1,172.16.7.12,10.2.235.85,6.18344,6.80,S,scan-in-noise
1,172.16.4.10,10.2.52.242,6.14258,6.443,S,scan-in-noise
1,172.16.7.2,10.2.4.27,6.45397,6.22,S,scan-in-noise
1,172.16.1.11,10.2.63.230,6.42206,6.22,S,scan-in-noise
1,172.16.5.14,10.2.196.204,6.12514,6.443,S,scan-in-noise
1,172.16.1.3,10.2.213.162,6.39937,6.80,S,scan-in-noise
1,172.16.6.8,10.2.37.145,6.22012,6.2323,S,scan-in-noise
1,172.16.2.9,10.2.112.177,6.19650,6.443,S,scan-in-noise
1,172.16.7.5,10.2.14.160,6.17667,6.2323,S,scan-in-noise
1,172.16.2.9,10.2.182.206,6.26209,6.2323,S,scan-in-noise
1,172.16.2.6,10.2.24.160,6.61254,6.8080,S,scan-in-noise
1,172.16.6.4,10.2.190.155,6.60321,6.443,S,scan-in-noise
1,172.16.4.14,10.2.90.99,6.26338,6.23,S,scan-in-noise
1,172.16.5.8,10.2.157.193,6.47069,6.80,S,scan-in-noise
1,172.16.4.10,10.2.142.63,6.22918,6.22,S,scan-in-noise
1,172.16.5.3,10.2.21.35,6.63870,6.23,S,scan-in-noise
1,172.16.1.13,10.2.55.7,6.49618,6.22,S,scan-in-noise
1,172.16.7.13,10.2.48.129,6.29549,6.2323,S,scan-in-noise
1,172.16.4.2,10.2.74.129,6.43925,6.2323,S,scan-in-noise
1,172.16.2.12,10.2.59.29,6.12478,6.23,S,scan-in-noise
1,172.16.2.8,10.2.200.33,6.59514,6.22,S,scan-in-noise
1,172.16.4.5,10.2.179.212,6.17734,6.8080,S,scan-in-noise
1,172.16.5.10,10.2.237.208,6.40724,6.23,S,scan-in-noise
1,172.16.3.4,10.2.83.125,6.13778,6.2323,S,scan-in-noise
1,172.16.3.14,10.2.189.17,6.12432,6.2323,S,scan-in-noise
1,172.16.3.7,10.2.150.92,6.59744,6.2323,S,scan-in-noise
1,172.16.1.10,10.2.192.57,6.54285,6.22,S,scan-in-noise
1,172.16.5.6,10.2.59.62,6.47626,6.22,S,scan-in-noise
1,172.16.5.12,10.2.217.127,6.58531,6.443,S,scan-in-noise
1,172.16.4.2,10.2.4.184,6.43707,6.8080,S,scan-in-noise
1,172.16.4.12,10.2.33.12,6.43752,6.23,S,scan-in-noise
1,172.16.2.3,10.2.13.209,6.55589,6.22,S,scan-in-noise
1,172.16.2.9,10.2.47.143,6.51069,6.8080,S,scan-in-noise
1,172.16.4.5,10.2.70.102,6.32898,6.22,S,scan-in-noise
1,172.16.1.4,10.2.46.88,6.51804,6.443,S,scan-in-noise
1,172.16.5.14,10.2.207.186,6.19356,6.2323,S,scan-in-noise
1,172.16.4.5,10.2.124.138,6.61612,6.2323,S,scan-in-noise
1,172.16.5.10,10.2.205.86,6.20906,6.8080,S,scan-in-noise
1,172.16.7.2,10.2.14.172,6.14060,6.8080,S,scan-in-noise
1,172.16.6.9,10.2.38.203,6.58803,6.2323,S,scan-in-noise
1,172.16.2.3,10.2.170.246,6.35552,6.23,S,scan-in-noise
1,172.16.2.6,10.2.135.198,6.58270,6.80,S,scan-in-noise
1,172.16.7.5,10.2.48.151,6.21674,6.443,S,scan-in-noise
1,172.16.2.3,10.2.118.4,6.15132,6.8080,S,scan-in-noise
1,172.16.3.4,10.2.41.42,6.33951,6.443,S,scan-in-noise
1,172.16.1.2,10.2.51.171,6.18629,6.8080,S,scan-in-noise
1,172.16.6.14,10.2.186.93,6.41811,6.80,S,scan-in-noise
1,172.16.3.7,10.2.171.132,6.16787,6.80,S,scan-in-noise
1,172.16.5.10,10.2.241.236,6.41157,6.2323,S,scan-in-noise
1,172.16.1.10,10.2.48.139,6.50345,6.22,S,scan-in-noise
1,172.16.4.12,10.2.145.190,6.51208,6.443,S,scan-in-noise
1,172.16.4.8,10.2.108.24,6.30102,6.443,S,scan-in-noise
1,172.16.7.2,10.2.18.54,6.52450,6.22,S,scan-in-noise
1,172.16.3.10,10.2.153.130,6.17280,6.2323,S,scan-in-noise
1,172.16.3.14,10.2.15.171,6.22699,6.8080,S,scan-in-noise
1,172.16.7.6,10.2.224.120,6.58627,6.23,S,scan-in-noise
1,172.16.5.8,10.2.21.100,6.33826,6.23,S,scan-in-noise
1,172.16.3.2,10.2.236.74,6.62881,6.22,S,scan-in-noise
1,172.16.5.10,10.2.106.252,6.14232,6.2323,S,scan-in-noise
1,172.16.2.13,10.2.197.235,6.26503,6.23,S,scan-in-noise
1,172.16.5.8,10.2.24.41,6.45863,6.443,S,scan-in-noise
1,172.16.6.10,10.2.204.248,6.12150,6.2323,S,scan-in-noise
1,172.16.3.2,10.2.210.194,6.15887,6.8080,S,scan-in-noise
1,172.16.2.8,10.2.240.114,6.44457,6.2323,S,scan-in-noise
1,172.16.5.9,10.2.171.44,6.50883,6.22,S,scan-in-noise
1,172.16.4.4,10.2.44.39,6.30979,6.443,S,scan-in-noise
1,172.16.4.8,10.2.129.54,6.44307,6.22,S,scan-in-noise
1,172.16.6.4,10.2.69.153,6.63096,6.22,S,scan-in-noise
1,172.16.7.3,10.2.174.143,6.30343,6.8080,S,scan-in-noise
1,172.16.7.13,10.2.166.253,6.48716,6.22,S,scan-in-noise
1,172.16.5.12,10.2.28.76,6.23182,6.443,S,scan-in-noise
1,172.16.1.13,10.2.17.193,6.33185,6.2323,S,scan-in-noise
1,172.16.1.10,10.2.94.92,6.54281,6.443,S,scan-in-noise
1,172.16.4.11,10.2.173.153,6.16399,6.443,S,scan-in-noise
1,172.16.1.10,10.2.132.21,6.19855,6.22,S,scan-in-noise
1,172.16.2.9,10.2.136.56,6.41347,6.8080,S,scan-in-noise
1,172.16.4.14,10.2.208.218,6.35575,6.2323,S,scan-in-noise
1,172.16.5.8,10.2.24.58,6.19434,6.8080,S,scan-in-noise
1,172.16.1.9,10.2.101.156,6.19154,6.2323,S,scan-in-noise
