dir,iot,ext,sport,dport,sizeBin,label
1,172.16.2.3,10.2.208.94,6.22836,6.23,S,scan-in-noise
1,172.16.1.11,10.2.104.133,6.50292,6.22,S,scan-in-noise
1,172.16.4.13,10.2.15.170,6.53725,6.22,S,scan-in-noise
1,172.16.6.10,10.2.117.4,6.26007,6.8080,S,scan-in-noise
1,172.16.4.8,10.2.92.33,6.32752,6.23,S,scan-in-noise
1,172.16.4.8,10.2.34.117,6.41015,6.2323,S,scan-in-noise
1,172.16.4.12,10.2.152.244,6.17804,6.80,S,scan-in-noise
1,172.16.7.9,10.2.78.96,6.38151,6.22,S,scan-in-noise
1,172.16.7.13,10.2.86.104,6.48273,6.22,S,scan-in-noise
1,172.16.1.9,10.2.171.170,6.52015,6.2323,S,scan-in-noise
1,172.16.5.12,10.2.107.113,6.49111,6.8080,S,scan-in-noise
1,172.16.5.14,10.2.110.16,6.58531,6.8080,S,scan-in-noise
1,172.16.7.4,10.2.3.143,6.56497,6.8080,S,scan-in-noise
1,172.16.4.5,10.2.167.61,6.11347,6.8080,S,scan-in-noise
1,172.16.6.13,10.2.122.36,6.53203,6.23,S,scan-in-noise
1,172.16.2.2,10.2.2.134,6.58620,6.80,S,scan-in-noise
1,172.16.6.14,10.2.135.162,6.38234,6.8080,S,scan-in-noise
1,172.16.5.6,10.2.52.119,6.61820,6.443,S,scan-in-noise
1,172.16.1.3,10.2.138.40,6.58728,6.8080,S,scan-in-noise
1,172.16.4.5,10.2.233.203,6.52703,6.8080,S,scan-in-noise
1,172.16.3.2,10.2.189.78,6.23975,6.23,S,scan-in-noise
1,172.16.6.4,10.2.35.38,6.55073,6.22,S,scan-in-noise
1,172.16.3.10,10.2.109.168,6.53956,6.80,S,scan-in-noise
1,172.16.6.8,10.2.249.18,6.31785,6.80,S,scan-in-noise
1,172.16.4.11,10.2.70.35,6.14685,6.8080,S,scan-in-noise
1,172.16.1.3,10.2.11.82,6.26185,6.443,S,scan-in-noise
1,172.16.1.13,10.2.212.217,6.24066,6.2323,S,scan-in-noise
1,172.16.6.4,10.2.218.59,6.52764,6.2323,S,scan-in-noise
1,172.16.5.8,10.2.60.94,6.25622,6.80,S,scan-in-noise
1,172.16.6.8,10.2.151.76,6.37378,6.22,S,scan-in-noise
1,172.16.6.4,10.2.80.174,6.38492,6.22,S,scan-in-noise
1,172.16.4.12,10.2.45.189,6.63575,6.80,S,scan-in-noise
1,172.16.5.14,10.2.60.172,6.35484,6.2323,S,scan-in-noise
1,172.16.4.7,10.2.13.110,6.22057,6.22,S,scan-in-noise
1,172.16.6.2,10.2.223.92,6.46351,6.23,S,scan-in-noise
1,172.16.3.4,10.2.131.247,6.30545,6.23,S,scan-in-noise
1,172.16.2.6,10.2.41.165,6.31300,6.443,S,scan-in-noise
1,172.16.5.13,10.2.5.3,6.43812,6.23,S,scan-in-noise
1,172.16.4.5,10.2.198.134,6.22818,6.80,S,scan-in-noise
1,172.16.6.2,10.2.10.111,6.25868,6.443,S,scan-in-noise
1,172.16.3.7,10.2.212.108,6.54618,6.443,S,scan-in-noise
1,172.16.7.13,10.2.236.140,6.13051,6.80,S,scan-in-noise
1,172.16.7.13,10.2.4.129,6.62263,6.22,S,scan-in-noise
1,172.16.6.3,10.2.226.142,6.34590,6.80,S,scan-in-noise
1,172.16.4.2,10.2.67.105,6.28094,6.80,S,scan-in-noise
1,172.16.7.5,10.2.166.207,6.63073,6.8080,S,scan-in-noise
1,172.16.5.10,10.2.141.184,6.12036,6.23,S,scan-in-noise
1,172.16.4.9,10.2.37.178,6.19830,6.2323,S,scan-in-noise
1,172.16.4.8,10.2.151.129,6.18952,6.80,S,scan-in-noise
1,172.16.5.2,10.2.168.45,6.59430,6.23,S,scan-in-noise
1,172.16.3.10,10.2.130.79,6.28709,6.8080,S,scan-in-noise
1,172.16.5.5,10.2.92.237,6.38203,6.80,S,scan-in-noise
1,172.16.4.7,10.2.36.64,6.57815,6.80,S,scan-in-noise
1,172.16.3.5,10.2.37.134,6.41730,6.8080,S,scan-in-noise
1,172.16.5.3,10.2.0.225,6.16402,6.8080,S,scan-in-noise
1,172.16.3.7,10.2.105.134,6.32542,6.443,S,scan-in-noise
1,172.16.2.12,10.2.153.170,6.57076,6.23,S,scan-in-noise
1,172.16.2.13,10.2.251.237,6.45730,6.8080,S,scan-in-noise
1,172.16.3.5,10.2.72.127,6.19401,6.443,S,scan-in-noise
1,172.16.5.12,10.2.84.179,6.51258,6.23,S,scan-in-noise
1,172.16.7.10,10.2.58.40,6.56237,6.8080,S,scan-in-noise
1,172.16.1.4,10.2.80.202,6.30787,6.2323,S,scan-in-noise
1,172.16.4.13,10.2.2.126,6.14637,6.80,S,scan-in-noise
1,172.16.2.8,10.2.160.82,6.41641,6.80,S,scan-in-noise
1,172.16.7.10,10.2.117.165,6.50956,6.23,S,scan-in-noise
1,172.16.7.2,10.2.68.157,6.34230,6.2323,S,scan-in-noise
1,172.16.2.13,10.2.46.107,6.35869,6.22,S,scan-in-noise
1,172.16.2.2,10.2.35.83,6.22629,6.23,S,scan-in-noise
1,172.16.7.5,10.2.1.250,6.43941,6.22,S,scan-in-noise
1,172.16.1.13,10.2.44.8,6.49092,6.2323,S,scan-in-noise
1,172.16.6.9,10.2.121.211,6.36187,6.22,S,scan-in-noise
1,172.16.5.6,10.2.117.171,6.13753,6.2323,S,scan-in-noise
1,172.16.7.2,10.2.105.243,6.30778,6.22,S,scan-in-noise
1,172.16.2.6,10.2.116.199,6.24581,6.443,S,scan-in-noise
1,172.16.4.8,10.2.50.198,6.52131,6.2323,S,scan-in-noise
1,172.16.5.3,10.2.175.27,6.55395,6.22,S,scan-in-noise
1,172.16.3.14,10.2.185.230,6.50906,6.80,S,scan-in-noise
1,172.16.5.13,10.2.90.248,6.38258,6.2323,S,scan-in-noise
1,172.16.6.10,10.2.33.133,6.22513,6.80,S,scan-in-noise
1,172.16.2.8,10.2.193.212,6.43238,6.2323,S,scan-in-noise
1,172.16.4.12,10.2.162.179,6.44198,6.23,S,scan-in-noise
1,172.16.4.12,10.2.67.205,6.35449,6.2323,S,scan-in-noise
1,172.16.3.2,10.2.208.34,6.36632,6.8080,S,scan-in-noise
1,172.16.4.9,10.2.94.97,6.29162,6.80,S,scan-in-noise
1,172.16.3.10,10.2.218.117,6.36744,6.2323,S,scan-in-noise
1,172.16.2.2,10.2.112.223,6.28644,6.23,S,scan-in-noise
1,172.16.3.14,10.2.221.54,6.47626,6.8080,S,scan-in-noise
1,172.16.3.7,10.2.45.69,6.40197,6.80,S,scan-in-noise
1,172.16.5.8,10.2.129.30,6.60156,6.8080,S,scan-in-noise
1,172.16.5.4,10.2.24.36,6.28887,6.8080,S,scan-in-noise
1,172.16.3.6,10.2.27.144,6.63862,6.8080,S,scan-in-noise
1,172.16.1.8,10.2.167.219,6.28188,6.23,S,scan-in-noise
1,172.16.4.4,10.2.31.76,6.53319,6.2323,S,scan-in-noise
1,172.16.3.2,10.2.238.108,6.33844,6.8080,S,scan-in-noise
1,172.16.5.14,10.2.188.11,6.37169,6.2323,S,scan-in-noise
1,172.16.4.13,10.2.230.111,6.19693,6.443,S,scan-in-noise
1,172.16.3.6,10.2.184.193,6.26862,6.23,S,scan-in-noise
1,172.16.2.13,10.2.109.114,6.64874,6.2323,S,scan-in-noise
1,172.16.2.2,10.2.67.58,6.63940,6.8080,S,scan-in-noise
1,172.16.7.10,10.2.22.203,6.11987,6.8080,S,scan-in-noise
1,172.16.1.3,10.2.20.12,6.49324,6.8080,S,scan-in-noise
1,172.16.4.4,10.2.12.246,6.40233,6.80,S,scan-in-noise
1,172.16.7.3,10.2.3.203,6.45269,6.22,S,scan-in-noise
1,172.16.1.13,10.2.105.199,6.47980,6.8080,S,scan-in-noise
1,172.16.5.10,10.2.103.39,6.12856,6.2323,S,scan-in-noise
1,172.16.1.13,10.2.251.143,6.17873,6.443,S,scan-in-noise
1,172.16.6.4,10.2.26.79,6.45898,6.443,S,scan-in-noise
1,172.16.4.11,10.2.218.253,6.37664,6.23,S,scan-in-noise
1,172.16.7.5,10.2.132.18,6.62835,6.2323,S,scan-in-noise
1,172.16.7.4,10.2.169.11,6.35688,6.443,S,scan-in-noise
1,172.16.3.2,10.2.163.30,6.14317,6.2323,S,scan-in-noise
1,172.16.6.14,10.2.216.12,6.38883,6.2323,S,scan-in-noise
1,172.16.6.9,10.2.221.136,6.49686,6.22,S,scan-in-noise
1,172.16.6.8,10.2.9.47,6.17721,6.23,S,scan-in-noise
1,172.16.5.3,10.2.169.13,6.21251,6.22,S,scan-in-noise
1,172.16.3.10,10.2.148.249,6.55276,6.22,S,scan-in-noise
1,172.16.2.2,10.2.199.208,6.37921,6.23,S,scan-in-noise
1,172.16.7.6,10.2.120.146,6.32870,6.23,S,scan-in-noise
1,172.16.3.2,10.2.202.18,6.25069,6.8080,S,scan-in-noise
1,172.16.5.4,10.2.149.250,6.46893,6.80,S,scan-in-noise
1,172.16.7.11,10.2.46.220,6.28488,6.443,S,scan-in-noise
1,172.16.3.10,10.2.235.30,6.22013,6.22,S,scan-in-noise
1,172.16.4.14,10.2.251.8,6.24963,6.443,S,scan-in-noise
1,172.16.3.14,10.2.53.227,6.47913,6.8080,S,scan-in-noise
1,172.16.5.5,10.2.234.95,6.58234,6.2323,S,scan-in-noise
1,172.16.4.13,10.2.199.2,6.60910,6.443,S,scan-in-noise
1,172.16.7.10,10.2.139.222,6.22277,6.23,S,scan-in-noise
1,172.16.5.13,10.2.199.167,6.35317,6.8080,S,scan-in-noise
1,172.16.4.12,10.2.150.79,6.62925,6.23,S,scan-in-noise
1,172.16.2.3,10.2.163.189,6.60594,6.22,S,scan-in-noise
1,172.16.3.12,10.2.176.80,6.30615,6.2323,S,scan-in-noise
1,172.16.4.9,10.2.97.198,6.50251,6.22,S,scan-in-noise
1,172.16.6.14,10.2.57.216,6.63419,6.23,S,scan-in-noise
1,172.16.4.13,10.2.102.219,6.17262,6.22,S,scan-in-noise
1,172.16.1.3,10.2.153.245,6.31027,6.8080,S,scan-in-noise
1,172.16.5.9,10.2.47.8,6.34030,6.443,S,scan-in-noise
1,172.16.3.4,10.2.141.131,6.22056,6.2323,S,scan-in-noise
1,172.16.2.14,10.2.249.227,6.15553,6.8080,S,scan-in-noise
1,172.16.5.12,10.2.171.170,6.19951,6.8080,S,scan-in-noise
1,172.16.1.14,10.2.71.123,6.33809,6.443,S,scan-in-noise
1,172.16.1.2,10.2.106.118,6.48057,6.8080,S,scan-in-noise
1,172.16.7.13,10.2.121.85,6.27568,6.22,S,scan-in-noise
1,172.16.5.6,10.2.73.120,6.26812,6.23,S,scan-in-noise
1,172.16.5.14,10.2.225.119,6.45864,6.8080,S,scan-in-noise
1,172.16.7.13,10.2.68.89,6.31033,6.8080,S,scan-in-noise
1,172.16.6.12,10.2.244.7,6.33544,6.22,S,scan-in-noise
1,172.16.5.4,10.2.241.62,6.58698,6.23,S,scan-in-noise
1,172.16.5.3,10.2.87.210,6.11918,6.443,S,scan-in-noise
1,172.16.4.5,10.2.114.191,6.22602,6.2323,S,scan-in-noise
1,172.16.4.2,10.2.37.154,6.53691,6.8080,S,scan-in-noise
1,172.16.5.3,10.2.84.235,6.16983,6.80,S,scan-in-noise
1,172.16.6.8,10.2.175.245,6.16233,6.8080,S,scan-in-noise
1,172.16.3.6,10.2.143.13,6.49036,6.2323,S,scan-in-noise
1,172.16.7.10,10.2.202.229,6.63266,6.22,S,scan-in-noise
1,172.16.4.14,10.2.14.134,6.22051,6.80,S,scan-in-noise
1,172.16.7.12,10.2.24.33,6.26313,6.80,S,scan-in-noise
1,172.16.4.9,10.2.171.129,6.64923,6.80,S,scan-in-noise
1,172.16.7.11,10.2.228.49,6.41218,6.23,S,scan-in-noise
1,172.16.3.2,10.2.46.135,6.34268,6.443,S,scan-in-noise
1,172.16.1.12,10.2.246.129,6.20378,6.2323,S,scan-in-noise
1,172.16.4.11,10.2.47.128,6.37823,6.443,S,scan-in-noise
1,172.16.3.10,10.2.184.21,6.50098,6.80,S,scan-in-noise
1,172.16.6.13,10.2.44.173,6.54956,6.80,S,scan-in-noise
1,172.16.6.13,10.2.237.30,6.59815,6.23,S,scan-in-noise
1,172.16.2.12,10.2.247.156,6.35086,6.443,S,scan-in-noise
1,172.16.5.12,10.2.46.76,6.27129,6.443,S,scan-in-noise
1,172.16.1.8,10.2.205.240,6.43292,6.22,S,scan-in-noise
1,172.16.7.6,10.2.246.187,6.23418,6.22,S,scan-in-noise
1,172.16.4.12,10.2.72.86,6.36164,6.80,S,scan-in-noise
1,172.16.5.5,10.2.177.14,6.38839,6.2323,S,scan-in-noise
1,172.16.3.6,10.2.95.231,6.35518,6.22,S,scan-in-noise
1,172.16.5.9,10.2.81.243,6.12079,6.8080,S,scan-in-noise
1,172.16.7.10,10.2.185.255,6.59568,6.80,S,scan-in-noise
1,172.16.2.14,10.2.4.31,6.50353,6.443,S,scan-in-noise
1,172.16.7.3,10.2.99.167,6.43673,6.23,S,scan-in-noise
1,172.16.4.9,10.2.70.167,6.46245,6.80,S,scan-in-noise
1,172.16.2.6,10.2.162.205,6.13289,6.8080,S,scan-in-noise
1,172.16.1.13,10.2.153.242,6.33584,6.8080,S,scan-in-noise
1,172.16.6.12,10.2.251.220,6.18113,6.23,S,scan-in-noise
1,172.16.6.10,10.2.233.236,6.51022,6.23,S,scan-in-noise
1,172.16.6.4,10.2.153.57,6.15643,6.8080,S,scan-in-noise
1,172.16.1.11,10.2.165.123,6.57019,6.80,S,scan-in-noise
1,172.16.3.6,10.2.130.196,6.57064,6.8080,S,scan-in-noise
1,172.16.5.5,10.2.167.193,6.45475,6.23,S,scan-in-noise
1,172.16.2.12,10.2.2.175,6.34305,6.2323,S,scan-in-noise
1,172.16.2.8,10.2.19.159,6.19016,6.443,S,scan-in-noise
1,172.16.1.14,10.2.203.69,6.54698,6.80,S,scan-in-noise
1,172.16.1.13,10.2.26.144,6.29594,6.2323,S,scan-in-noise
1,172.16.1.10,10.2.71.40,6.23183,6.80,S,scan-in-noise
1,172.16.5.12,10.2.196.188,6.15850,6.22,S,scan-in-noise
1,172.16.6.4,10.2.160.226,6.15069,6.80,S,scan-in-noise
1,172.16.2.14,10.2.173.131,6.16150,6.8080,S,scan-in-noise
1,172.16.7.6,10.2.114.163,6.34843,6.23,S,scan-in-noise
1,172.16.2.3,10.2.122.11,6.33974,6.443,S,scan-in-noise
1,172.16.7.6,10.2.158.148,6.58865,6.2323,S,scan-in-noise
1,172.16.7.3,10.2.7.213,6.56944,6.22,S,scan-in-noise
1,172.16.2.3,10.2.36.114,6.53241,6.22,S,scan-in-noise
1,172.16.7.11,10.2.160.72,6.60966,6.23,S,scan-in-noise
1,172.16.5.11,10.2.106.50,6.53596,6.80,S,scan-in-noise
1,172.16.6.14,10.2.217.19,6.55366,6.2323,S,scan-in-noise
1,172.16.4.4,10.2.34.5,6.16133,6.2323,S,scan-in-noise
1,172.16.3.5,10.2.236.19,6.27584,6.23,S,scan-in-noise
1,172.16.5.8,10.2.186.213,6.63648,6.23,S,scan-in-noise
1,172.16.1.3,10.2.194.82,6.30386,6.2323,S,scan-in-noise
1,172.16.4.12,10.2.146.162,6.30962,6.443,S,scan-in-noise
1,172.16.5.14,10.2.254.14,6.36662,6.2323,S,scan-in-noise
1,172.16.3.14,10.2.178.76,6.22253,6.23,S,scan-in-noise
1,172.16.4.9,10.2.65.245,6.24178,6.2323,S,scan-in-noise
1,172.16.2.13,10.2.255.123,6.23007,6.22,S,scan-in-noise
1,172.16.5.2,10.2.178.23,6.21051,6.8080,S,scan-in-noise
1,172.16.7.4,10.2.101.179,6.53231,6.23,S,scan-in-noise
1,172.16.2.2,10.2.24.58,6.55323,6.80,S,scan-in-noise
1,172.16.5.5,10.2.39.249,6.14584,6.2323,S,scan-in-noise
1,172.16.6.11,10.2.110.112,6.64448,6.8080,S,scan-in-noise
1,172.16.3.5,10.2.108.67,6.64057,6.2323,S,scan-in-noise
1,172.16.4.13,10.2.254.205,6.46441,6.22,S,scan-in-noise
1,172.16.6.12,10.2.188.71,6.48927,6.8080,S,scan-in-noise
1,172.16.7.13,10.2.61.205,6.15087,6.80,S,scan-in-noise
1,172.16.7.13,10.2.170.89,6.29672,6.8080,S,scan-in-noise
1,172.16.4.9,10.2.16.37,6.31556,6.443,S,scan-in-noise
1,172.16.6.10,10.2.16.87,6.48311,6.443,S,scan-in-noise
1,172.16.7.13,10.2.158.148,6.21524,6.23,S,scan-in-noise
1,172.16.2.9,10.2.32.242,6.35362,6.443,S,scan-in-noise
1,172.16.5.9,10.2.210.39,6.36236,6.80,S,scan-in-noise
1,172.16.7.11,10.2.191.86,6.42108,6.22,S,scan-in-noise
1,172.16.1.11,10.2.55.212,6.60520,6.22,S,scan-in-noise
1,172.16.4.14,10.2.14.161,6.58555,6.8080,S,scan-in-noise
1,172.16.4.4,10.2.109.234,6.57690,6.443,S,scan-in-noise
1,172.16.7.3,10.2.17.218,6.15972,6.443,S,scan-in-noise
1,172.16.7.10,10.2.169.168,6.43668,6.22,S,scan-in-noise
1,172.16.6.10,10.2.170.77,6.56357,6.2323,S,scan-in-noise
1,172.16.5.10,10.2.40.88,6.13583,6.80,S,scan-in-noise
1,172.16.6.12,10.2.40.177,6.55247,6.22,S,scan-in-noise
1,172.16.5.2,10.2.246.182,6.15744,6.80,S,scan-in-noise
1,172.16.5.11,10.2.76.15,6.41863,6.443,S,scan-in-noise
1,172.16.1.2,10.2.198.251,6.53369,6.22,S,scan-in-noise
1,172.16.2.3,10.2.102.44,6.58329,6.22,S,scan-in-noise
1,172.16.6.13,10.2.66.93,6.41509,6.22,S,scan-in-noise
1,172.16.2.2,10.2.238.72,6.47742,6.8080,S,scan-in-noise
1,172.16.5.5,10.2.238.124,6.24614,6.443,S,scan-in-noise
1,172.16.7.11,10.2.102.62,6.22750,6.22,S,scan-in-noise
1,172.16.3.12,10.2.186.145,6.29259,6.2323,S,scan-in-noise
1,172.16.3.14,10.2.0.111,6.62202,6.2323,S,scan-in-noise
1,172.16.2.6,10.2.45.18,6.42422,6.22,S,scan-in-noise
1,172.16.5.3,10.2.213.107,6.53663,6.443,S,scan-in-noise
1,172.16.3.4,10.2.137.45,6.30101,6.80,S,scan-in-noise
1,172.16.4.12,10.2.112.237,6.32731,6.2323,S,scan-in-noise
1,172.16.7.10,10.2.78.159,6.36975,6.80,S,scan-in-noise
1,172.16.2.3,10.2.246.75,6.35373,6.22,S,scan-in-noise
1,172.16.6.3,10.2.230.129,6.34794,6.80,S,scan-in-noise
1,172.16.7.3,10.2.181.153,6.30401,6.2323,S,scan-in-noise
1,172.16.4.2,10.2.45.217,6.32208,6.23,S,scan-in-noise
1,172.16.5.10,10.2.44.205,6.37186,6.2323,S,scan-in-noise
1,172.16.1.3,10.2.241.122,6.47881,6.2323,S,scan-in-noise
1,172.16.2.8,10.2.77.17,6.50524,6.2323,S,scan-in-noise
1,172.16.7.11,10.2.144.54,6.64832,6.443,S,scan-in-noise
1,172.16.4.5,10.2.163.77,6.36138,6.8080,S,scan-in-noise
1,172.16.1.8,10.2.88.199,6.17125,6.22,S,scan-in-noise
1,172.16.1.8,10.2.8.250,6.23542,6.22,S,scan-in-noise
1,172.16.1.3,10.2.120.176,6.21539,6.23,S,scan-in-noise
1,172.16.2.9,10.2.131.50,6.20999,6.8080,S,scan-in-noise
1,172.16.5.9,10.2.94.221,6.60360,6.443,S,scan-in-noise
1,172.16.3.10,10.2.200.46,6.23592,6.443,S,scan-in-noise
1,172.16.4.4,10.2.154.141,6.17199,6.443,S,scan-in-noise
1,172.16.3.6,10.2.220.38,6.63256,6.8080,S,scan-in-noise
1,172.16.5.6,10.2.231.99,6.34424,6.8080,S,scan-in-noise
1,172.16.1.3,10.2.187.108,6.32071,6.22,S,scan-in-noise
1,172.16.5.2,10.2.65.150,6.48449,6.2323,S,scan-in-noise
1,172.16.5.8,10.2.33.72,6.54095,6.443,S,scan-in-noise
1,172.16.1.14,10.2.227.203,6.23154,6.443,S,scan-in-noise
1,172.16.7.11,10.2.136.130,6.19507,6.443,S,scan-in-noise
1,172.16.4.7,10.2.128.32,6.30529,6.2323,S,scan-in-noise
1,172.16.2.9,10.2.5.15,6.21868,6.23,S,scan-in-noise
1,172.16.6.3,10.2.156.89,6.24522,6.8080,S,scan-in-noise
1,172.16.6.14,10.2.127.236,6.36964,6.443,S,scan-in-noise
1,172.16.4.8,10.2.163.97,6.32533,6.22,S,scan-in-noise
1,172.16.4.2,10.2.132.105,6.28943,6.443,S,scan-in-noise
1,172.16.5.4,10.2.115.149,6.56261,6.23,S,scan-in-noise
1,172.16.6.11,10.2.155.167,6.44837,6.2323,S,scan-in-noise
1,172.16.5.8,10.2.162.137,6.62543,6.80,S,scan-in-noise
1,172.16.3.4,10.2.89.95,6.43625,6.443,S,scan-in-noise
1,172.16.1.11,10.2.167.62,6.56002,6.2323,S,scan-in-noise
1,172.16.6.4,10.2.47.6,6.12222,6.23,S,scan-in-noise
1,172.16.6.13,10.2.178.65,6.50558,6.8080,S,scan-in-noise
1,172.16.6.9,10.2.234.228,6.20784,6.22,S,scan-in-noise
1,172.16.5.8,10.2.196.99,6.19828,6.443,S,scan-in-noise
1,172.16.3.2,10.2.220.193,6.13875,6.23,S,scan-in-noise
1,172.16.3.14,10.2.173.180,6.22251,6.8080,S,scan-in-noise
1,172.16.1.4,10.2.29.239,6.25634,6.8080,S,scan-in-noise
1,172.16.4.9,10.2.33.139,6.51890,6.2323,S,scan-in-noise
1,172.16.6.4,10.2.241.134,6.36794,6.2323,S,scan-in-noise
1,172.16.4.5,10.2.245.140,6.53140,6.8080,S,scan-in-noise
1,172.16.7.5,10.2.90.22,6.45586,6.443,S,scan-in-noise
1,172.16.1.14,10.2.11.2,6.29460,6.443,S,scan-in-noise
1,172.16.6.14,10.2.81.149,6.14849,6.8080,S,scan-in-noise
1,172.16.7.11,10.2.147.129,6.15908,6.2323,S,scan-in-noise
1,172.16.5.9,10.2.182.123,6.48096,6.23,S,scan-in-noise
1,172.16.2.12,10.2.77.37,6.17515,6.80,S,scan-in-noise
1,172.16.4.14,10.2.180.119,6.58295,6.2323,S,scan-in-noise
1,172.16.5.4,10.2.54.99,6.62411,6.443,S,scan-in-noise
1,172.16.3.12,10.2.57.16,6.56685,6.8080,S,scan-in-noise
1,172.16.6.11,10.2.125.147,6.44031,6.2323,S,scan-in-noise
1,172.16.1.14,10.2.55.206,6.47651,6.23,S,scan-in-noise
1,172.16.1.12,10.2.52.112,6.25814,6.443,S,scan-in-noise
1,172.16.3.12,10.2.51.189,6.30450,6.80,S,scan-in-noise
1,172.16.6.3,10.2.109.198,6.13338,6.80,S,scan-in-noise
1,172.16.6.9,10.2.119.203,6.55451,6.443,S,scan-in-noise
1,172.16.5.5,10.2.147.12,6.40556,6.23,S,scan-in-noise
1,172.16.7.5,10.2.77.223,6.13616,6.23,S,scan-in-noise
1,172.16.5.9,10.2.165.26,6.18989,6.443,S,scan-in-noise
1,172.16.1.10,10.2.197.217,6.42171,6.8080,S,scan-in-noise
1,172.16.5.5,10.2.92.94,6.13828,6.8080,S,scan-in-noise
1,172.16.2.2,10.2.141.22,6.60798,6.80,S,scan-in-noise
1,172.16.6.10,10.2.161.47,6.28366,6.8080,S,scan-in-noise
1,172.16.5.6,10.2.86.80,6.48900,6.22,S,scan-in-noise
1,172.16.6.3,10.2.243.182,6.52864,6.2323,S,scan-in-noise
1,172.16.2.3,10.2.106.135,6.36374,6.443,S,scan-in-noise
1,172.16.6.12,10.2.234.94,6.63322,6.8080,S,scan-in-noise
1,172.16.4.10,10.2.56.233,6.37525,6.80,S,scan-in-noise
1,172.16.6.9,10.2.71.123,6.52249,6.2323,S,scan-in-noise
1,172.16.4.9,10.2.60.87,6.43474,6.22,S,scan-in-noise
1,172.16.6.4,10.2.129.214,6.32487,6.23,S,scan-in-noise
1,172.16.2.6,10.2.49.23,6.49713,6.8080,S,scan-in-noise
1,172.16.6.10,10.2.28.169,6.17302,6.22,S,scan-in-noise
1,172.16.4.7,10.2.221.154,6.28960,6.80,S,scan-in-noise
1,172.16.7.6,10.2.114.180,6.53564,6.443,S,scan-in-noise
1,172.16.7.11,10.2.23.109,6.49663,6.22,S,scan-in-noise
1,172.16.3.5,10.2.110.50,6.41404,6.8080,S,scan-in-noise
1,172.16.4.2,10.2.93.237,6.16076,6.80,S,scan-in-noise
1,172.16.6.10,10.2.153.119,6.56261,6.22,S,scan-in-noise
1,172.16.3.14,10.2.228.11,6.32668,6.8080,S,scan-in-noise
1,172.16.4.11,10.2.138.151,6.37923,6.2323,S,scan-in-noise
1,172.16.2.6,10.2.183.12,6.59022,6.22,S,scan-in-noise
1,172.16.2.2,10.2.15.70,6.39247,6.8080,S,scan-in-noise
1,172.16.7.3,10.2.68.78,6.44466,6.22,S,scan-in-noise
1,172.16.5.8,10.2.39.226,6.28478,6.8080,S,scan-in-noise
1,172.16.7.3,10.2.253.30,6.57351,6.443,S,scan-in-noise
1,172.16.2.9,10.2.157.162,6.11050,6.80,S,scan-in-noise
1,172.16.5.3,10.2.75.143,6.64305,6.2323,S,scan-in-noise
1,172.16.1.2,10.2.236.126,6.60176,6.2323,S,scan-in-noise
1,172.16.5.9,10.2.187.157,6.61856,6.22,S,scan-in-noise
1,172.16.2.3,10.2.202.178,6.61599,6.8080,S,scan-in-noise
1,172.16.6.4,10.2.198.33,6.55514,6.80,S,scan-in-noise
1,172.16.7.9,10.2.99.248,6.13806,6.443,S,scan-in-noise
1,172.16.2.12,10.2.42.156,6.27826,6.443,S,scan-in-noise
1,172.16.6.3,10.2.22.200,6.42768,6.23,S,scan-in-noise
1,172.16.6.3,10.2.79.46,6.48622,6.23,S,scan-in-noise
1,172.16.4.4,10.2.13.95,6.53066,6.80,S,scan-in-noise
1,172.16.5.13,10.2.156.152,6.21593,6.443,S,scan-in-noise
1,172.16.5.2,10.2.21.204,6.58131,6.8080,S,scan-in-noise
1,172.16.2.9,10.2.217.8,6.36916,6.80,S,scan-in-noise
1,172.16.5.9,10.2.48.163,6.34161,6.443,S,scan-in-noise
1,172.16.7.2,10.2.15.218,6.25973,6.443,S,scan-in-noise
1,172.16.1.14,10.2.15.170,6.32760,6.443,S,scan-in-noise
1,172.16.7.13,10.2.223.229,6.64713,6.80,S,scan-in-noise
1,172.16.6.12,10.2.99.232,6.57236,6.443,S,scan-in-noise
1,172.16.1.4,10.2.170.2,6.14545,6.443,S,scan-in-noise
1,172.16.7.12,10.2.61.31,6.31657,6.2323,S,scan-in-noise
1,172.16.7.3,10.2.134.213,6.47771,6.22,S,scan-in-noise
1,172.16.5.13,10.2.251.135,6.13617,6.23,S,scan-in-noise
1,172.16.1.11,10.2.7.161,6.56192,6.80,S,scan-in-noise
1,172.16.6.12,10.2.173.240,6.27488,6.22,S,scan-in-noise
1,172.16.5.8,10.2.207.49,6.59684,6.80,S,scan-in-noise
1,172.16.5.12,10.2.236.8,6.44476,6.443,S,scan-in-noise
1,172.16.6.8,10.2.164.67,6.19476,6.2323,S,scan-in-noise
1,172.16.6.2,10.2.182.141,6.31894,6.80,S,scan-in-noise
1,172.16.2.6,10.2.29.12,6.25509,6.2323,S,scan-in-noise
1,172.16.4.11,10.2.215.88,6.32163,6.2323,S,scan-in-noise
1,172.16.1.14,10.2.138.167,6.34269,6.22,S,scan-in-noise
1,172.16.7.13,10.2.127.217,6.44336,6.23,S,scan-in-noise
1,172.16.1.14,10.2.186.37,6.39079,6.80,S,scan-in-noise
1,172.16.7.3,10.2.102.237,6.40847,6.80,S,scan-in-noise
1,172.16.2.13,10.2.120.237,6.18693,6.2323,S,scan-in-noise
1,172.16.4.11,10.2.205.245,6.37485,6.2323,S,scan-in-noise
